Date,Open,High,Low,Close,Volume
2023-06-19 15:05:00,26500.99,26503.22,26500.87,26502.3,163857.04
2023-06-19 15:06:00,26502.3,26502.81,26497.34,26497.34,176521.72
2023-06-19 15:07:00,26497.34,26498.51,26469.04,26469.29,1391904.76
2023-06-19 15:08:00,26469.29,26485.51,26464.64,26474.3,338219.08
2023-06-19 15:09:00,26474.3,26482.85,26470.32,26482.74,177962.24
2023-06-19 15:10:00,26482.74,26483.98,26478.79,26483.53,131598.44
2023-06-19 15:11:00,26483.53,26483.53,26469.03,26469.03,453324.5
2023-06-19 15:12:00,26469.03,26479.22,26469.03,26477.08,698835.95
2023-06-19 15:13:00,26477.08,26478.19,26460.15,26460.23,177489.95
2023-06-19 15:14:00,26460.23,26471.64,26460.23,26468.35,476469.82
2023-06-19 15:15:00,26468.35,26473.38,26466.4,26471.78,280458.15
2023-06-19 15:16:00,26471.78,26474.09,26470.36,26472.86,138631.08
2023-06-19 15:17:00,26472.86,26472.86,26452.23,26452.23,568918.38
2023-06-19 15:18:00,26452.23,26452.32,26386.6,26426.39,2584825.71
2023-06-19 15:19:00,26426.39,26434.97,26413.4,26421.5,661076.74
2023-06-19 15:20:00,26421.5,26428.33,26411.57,26415.18,349434.98
2023-06-19 15:21:00,26415.18,26415.18,26404.15,26411.27,915336.4
2023-06-19 15:22:00,26411.27,26432.3,26408.88,26429.98,751493.87
2023-06-19 15:23:00,26429.98,26431.56,26423.23,26425.09,283986.69
2023-06-19 15:24:00,26425.09,26425.7,26406.37,26407.99,361968.11
2023-06-19 15:25:00,26407.99,26431.36,26407.96,26422.83,449552.65
2023-06-19 15:26:00,26422.83,26422.89,26414.13,26419.89,283912.93
2023-06-19 15:27:00,26419.89,26421.57,26411.7,26421.36,403753.47
2023-06-19 15:28:00,26421.36,26432.27,26421.36,26431.14,45842.03
2023-06-19 15:29:00,26431.14,26446.03,26431.14,26442.86,181364.15
2023-06-19 15:30:00,26442.86,26442.86,26437.1,26437.68,241407.3
2023-06-19 15:31:00,26437.68,26439.3,26401.27,26405.52,888656.58
2023-06-19 15:32:00,26405.52,26413.81,26402.85,26413.6,317158.76
2023-06-19 15:33:00,26413.6,26430.51,26413.6,26417.26,335492.02
2023-06-19 15:34:00,26417.26,26418.33,26414.05,26414.07,121133.68
2023-06-19 15:35:00,26414.07,26420.05,26411.08,26419.67,261808.21
2023-06-19 15:36:00,26419.67,26427.95,26414.51,26414.51,281613.68
2023-06-19 15:37:00,26414.51,26417.33,26411.99,26417.32,288350.44
2023-06-19 15:38:00,26417.32,26425.33,26414.87,26423.69,120193.43
2023-06-19 15:39:00,26423.69,26423.69,26415.39,26418.31,132953.65
2023-06-19 15:40:00,26418.31,26422.39,26418.19,26420.7,386133.85
2023-06-19 15:41:00,26420.7,26423.09,26419.67,26421.29,765615.48
2023-06-19 15:42:00,26421.29,26421.58,26416.18,26418.59,216318.22
2023-06-19 15:43:00,26418.59,26419.07,26416.34,26418.62,40011.33
2023-06-19 15:44:00,26418.62,26418.62,26404.57,26407.81,1275202.01
2023-06-19 15:45:00,26407.81,26410.1,26396.8,26408.46,1290330.26
2023-06-19 15:46:00,26408.46,26413.76,26404.3,26412.52,256857.29
2023-06-19 15:47:00,26412.52,26416.91,26412.52,26416.39,74198.9
2023-06-19 15:48:00,26416.39,26423.02,26416.39,26418.21,191635.31
2023-06-19 15:49:00,26418.21,26418.65,26414.8,26415.79,93884.55
2023-06-19 15:50:00,26415.79,26428.52,26415.79,26427.19,136703.95
2023-06-19 15:51:00,26427.19,26429.47,26425.3,26427.87,63956.67
2023-06-19 15:52:00,26427.87,26428.71,26423.63,26423.63,97984.71
2023-06-19 15:53:00,26423.63,26424.01,26416.23,26418.12,328222.41
2023-06-19 15:54:00,26418.12,26423.98,26417.99,26423.96,106868.38
2023-06-19 15:55:00,26423.96,26424.69,26420.68,26422.41,102831.9
2023-06-19 15:56:00,26422.41,26422.78,26420.28,26420.28,155494.37
2023-06-19 15:57:00,26420.28,26420.66,26414.94,26416.17,96084.92
2023-06-19 15:58:00,26416.17,26416.84,26414.09,26416.05,140215.74
2023-06-19 15:59:00,26416.05,26417.38,26415.67,26416.14,180445.78
2023-06-19 16:00:00,26416.14,26416.14,26406.51,26408.86,189408.65
2023-06-19 16:01:00,26408.86,26410.13,26397.22,26399.16,147028.92
2023-06-19 16:02:00,26399.16,26401.92,26395.88,26396.95,116828.96
2023-06-19 16:03:00,26396.95,26397.86,26392.25,26394.49,366919.99
2023-06-19 16:04:00,26394.49,26398.84,26393.5,26398.81,85738.31
2023-06-19 16:05:00,26398.81,26406.12,26393.4,26405.16,199042.76
2023-06-19 16:06:00,26405.16,26405.81,26400.38,26402.31,181890.35
2023-06-19 16:07:00,26402.31,26402.31,26396.6,26397.6,66588.55
2023-06-19 16:08:00,26397.6,26399.4,26381.66,26385.91,938949.22
2023-06-19 16:09:00,26385.91,26391.08,26380.7,26382.74,265948.95
2023-06-19 16:10:00,26382.74,26382.74,26376.75,26379.34,259569.34
2023-06-19 16:11:00,26379.34,26382.98,26370.02,26382.35,422133.62
2023-06-19 16:12:00,26382.35,26387.55,26375.07,26375.07,654595.34
2023-06-19 16:13:00,26375.07,26375.08,26341.03,26374.92,1630622.83
2023-06-19 16:14:00,26374.92,26381.14,26374.05,26377.65,508532.58
2023-06-19 16:15:00,26377.65,26384.19,26370.29,26383.11,214268.77
2023-06-19 16:16:00,26383.11,26403.96,26380.16,26402.81,648941.16
2023-06-19 16:17:00,26402.81,26402.81,26386.53,26394.66,202101.36
2023-06-19 16:18:00,26394.66,26396.78,26393,26393.96,178227.63
2023-06-19 16:19:00,26393.96,26394.35,26390.04,26391.72,308352.12
2023-06-19 16:20:00,26391.72,26393.25,26390.04,26391.43,64579.98
2023-06-19 16:21:00,26391.43,26391.53,26376.84,26381.16,668554.94
2023-06-19 16:22:00,26381.16,26393.68,26381.16,26393.68,140603.91
2023-06-19 16:23:00,26393.68,26394.04,26381.71,26385.14,106451.77
2023-06-19 16:24:00,26385.14,26395.05,26384.95,26395.04,115223.36
2023-06-19 16:25:00,26395.04,26396.76,26391.25,26396.76,110920.86
2023-06-19 16:26:00,26396.76,26403.47,26394.07,26403.47,93254.42
2023-06-19 16:27:00,26403.47,26409.32,26403.34,26406.19,955576.62
2023-06-19 16:28:00,26406.19,26409.52,26403.69,26407.66,788508.79
2023-06-19 16:29:00,26407.66,26408.15,26402.03,26402.91,157081.29
2023-06-19 16:30:00,26402.91,26417.9,26402.64,26417.9,501085.06
2023-06-19 16:31:00,26417.9,26421.39,26409.67,26420.31,302315.58
2023-06-19 16:32:00,26420.31,26421.06,26417.65,26420.6,121741.2
2023-06-19 16:33:00,26420.6,26423.75,26416.45,26418.79,256480.92
2023-06-19 16:34:00,26418.79,26421.3,26417.61,26419.52,471410.03
2023-06-19 16:35:00,26419.52,26422.45,26417.67,26420.94,100907.94
2023-06-19 16:36:00,26420.94,26436.51,26420.94,26434.29,722022.22
2023-06-19 16:37:00,26434.29,26437.83,26431.15,26432.4,149073.07
2023-06-19 16:38:00,26432.4,26441.59,26432.23,26441.59,404683.2
2023-06-19 16:39:00,26441.59,26449.24,26441.59,26447.4,468479.41
2023-06-19 16:40:00,26447.4,26447.4,26434.14,26436.09,184537.88
2023-06-19 16:41:00,26436.09,26437.59,26431.86,26432.49,35776.08
2023-06-19 16:42:00,26432.49,26437.26,26429.07,26437.26,136149.53
2023-06-19 16:43:00,26437.26,26437.26,26432.32,26435.01,38470.78
2023-06-19 16:44:00,26435.01,26436.22,26431.14,26433.06,46692.38
2023-06-19 16:45:00,26433.06,26448.97,26428.92,26444.62,426731.3
2023-06-19 16:46:00,26444.62,26446.67,26439.52,26442.91,64746.85
2023-06-19 16:47:00,26442.91,26445.97,26439.27,26440.33,55217.77
2023-06-19 16:48:00,26440.33,26444.65,26439.93,26440.6,52042.06
2023-06-19 16:49:00,26440.6,26440.97,26437.97,26439.42,149824.04
2023-06-19 16:50:00,26439.42,26442.63,26439.42,26440.4,117880.44
2023-06-19 16:51:00,26440.4,26442.15,26439.88,26440.57,82935.07
2023-06-19 16:52:00,26440.57,26440.57,26435.88,26439.33,133871.49
2023-06-19 16:53:00,26439.33,26441.08,26437.83,26440.32,235630.25
2023-06-19 16:54:00,26440.32,26443.39,26440.32,26440.91,114193
2023-06-19 16:55:00,26440.91,26441.48,26436.26,26438.66,121724.08
2023-06-19 16:56:00,26438.66,26439.65,26436.71,26437.35,107842.77
2023-06-19 16:57:00,26437.35,26438.49,26429.58,26432.58,298574.61
2023-06-19 16:58:00,26432.58,26434.99,26431.27,26433.45,36662.84
2023-06-19 16:59:00,26433.45,26436.15,26432.89,26436.15,92199.38
2023-06-19 17:00:00,26436.15,26436.68,26433.01,26433.93,284734.91
2023-06-19 17:01:00,26433.93,26434.41,26432.48,26432.48,27261.41
2023-06-19 17:02:00,26432.48,26434.31,26432.4,26432.44,105507.3
2023-06-19 17:03:00,26432.44,26433.35,26420.65,26420.65,147986.14
2023-06-19 17:04:00,26420.65,26425.02,26420.65,26422.14,174820.61
2023-06-19 17:05:00,26422.14,26423.61,26421.48,26422.25,53203.78
2023-06-19 17:06:00,26422.25,26425.32,26421.91,26421.94,65407.76
2023-06-19 17:07:00,26421.94,26423.88,26421.5,26421.96,162645.76
2023-06-19 17:08:00,26421.96,26425.7,26421.08,26423.95,146519.06
2023-06-19 17:09:00,26423.95,26424.56,26421.9,26423.97,180515.51
2023-06-19 17:10:00,26423.97,26430.69,26423.23,26428.75,220561.29
2023-06-19 17:11:00,26428.75,26428.75,26412.08,26414.51,82953.28
2023-06-19 17:12:00,26414.51,26414.51,26409.69,26410.42,173018.57
2023-06-19 17:13:00,26410.42,26412.86,26405.42,26411.72,136995.6
2023-06-19 17:14:00,26411.72,26416.37,26411.61,26413.56,179893.53
2023-06-19 17:15:00,26413.56,26415.97,26412.66,26415.31,54173.59
2023-06-19 17:16:00,26411.48,26416.92,26403.85,26405.85,17221100.69
2023-06-19 17:17:00,26416.57,26422.35,26416.09,26420.81,88334.4
2023-06-19 17:18:00,26420.81,26422.91,26420.81,26422.91,71153.85
2023-06-19 17:19:00,26422.91,26425.11,26422.34,26422.34,45269.72
2023-06-19 17:20:00,26422.34,26423.77,26421.78,26423.77,94442.26
2023-06-19 17:21:00,26423.77,26426.38,26422.62,26426.38,46968.97
2023-06-19 17:22:00,26426.38,26427.26,26426.13,26426.23,50798.9
2023-06-19 17:23:00,26426.23,26428.08,26426.23,26427.79,205928
2023-06-19 17:24:00,26427.79,26431.24,26426.45,26431.04,151075.83
2023-06-19 17:25:00,26431.04,26434.65,26430.14,26434.36,266047.19
2023-06-19 17:26:00,26434.36,26435.01,26429.55,26431.67,408509.97
2023-06-19 17:27:00,26431.67,26433.63,26430.92,26431.06,81421.35
2023-06-19 17:28:00,26431.06,26432.08,26428.81,26431.18,102599.03
2023-06-19 17:29:00,26431.18,26434.31,26430.85,26433.44,75657.16
2023-06-19 17:30:00,26433.44,26434.81,26425.82,26427.39,379923.12
2023-06-19 17:31:00,26427.39,26428.25,26424.75,26426.44,40952.96
2023-06-19 17:32:00,26426.44,26427.6,26425.93,26427.02,51234.93
2023-06-19 17:33:00,26427.02,26430.07,26420.67,26420.67,559911.65
2023-06-19 17:34:00,26420.67,26420.67,26318.83,26340.6,4622971.16
2023-06-19 17:35:00,26340.6,26353.89,26302.54,26353.87,1383392.71
2023-06-19 17:36:00,26353.87,26374.16,26353.87,26368.73,249631.36
2023-06-19 17:37:00,26368.73,26379.51,26368.32,26373.93,512966.96
2023-06-19 17:38:00,26373.93,26445.13,26372.13,26445.13,2519447.31
2023-06-19 17:39:00,26445.13,26515.71,26445.13,26492.75,2825054.14
2023-06-19 17:40:00,26492.75,26510.45,26469.07,26469.07,520502.84
2023-06-19 17:41:00,26469.07,26479.89,26462.54,26465.12,192182.97
2023-06-19 17:42:00,26465.12,26465.12,26445.02,26445.07,361170.95
2023-06-19 17:43:00,26445.07,26451.55,26431.14,26450.56,351081.42
2023-06-19 17:44:00,26450.56,26459.23,26447.57,26453.94,125067.27
2023-06-19 17:45:00,26453.94,26454.89,26436.21,26439.13,176576.9
2023-06-19 17:46:00,26439.13,26449.75,26430.69,26449.55,289851.92
2023-06-19 17:47:00,26449.55,26480.79,26449.55,26479.86,268843.59
2023-06-19 17:48:00,26479.86,26488.34,26475.61,26475.82,140240
2023-06-19 17:49:00,26475.82,26487.32,26471.9,26486.33,134796.94
2023-06-19 17:50:00,26486.33,26488.36,26469.09,26469.92,346257.33
2023-06-19 17:51:00,26469.92,26485.1,26457.2,26477.16,279313.52
2023-06-19 17:52:00,26477.16,26490.12,26475.33,26489.33,182254.85
2023-06-19 17:53:00,26489.33,26501.66,26485.85,26485.85,233851.67
2023-06-19 17:54:00,26485.85,26488.03,26476.98,26479.59,436334.2
2023-06-19 17:55:00,26479.59,26503.08,26478.39,26500.57,146474.39
2023-06-19 17:56:00,26500.57,26505.17,26483.99,26492.86,700078.73
2023-06-19 17:57:00,26492.86,26502.17,26487.34,26493.45,139393.94
2023-06-19 17:58:00,26493.45,26498.66,26492.37,26493.85,62893.52
2023-06-19 17:59:00,26493.85,26494.63,26490.43,26491.2,84154.51
2023-06-19 18:00:00,26491.2,26501.58,26477.82,26481.79,591570.88
2023-06-19 18:01:00,26481.79,26491.96,26479.36,26490.02,77855.07
2023-06-19 18:02:00,26490.02,26501.13,26488.24,26501.13,149618.59
2023-06-19 18:03:00,26501.13,26513.92,26498.86,26509.48,619668.18
2023-06-19 18:04:00,26509.48,26519.85,26500.68,26519.53,366299.28
2023-06-19 18:05:00,26519.53,26536.13,26512.13,26531.81,609136.94
2023-06-19 18:06:00,26531.81,26612.2,26531.81,26568.44,4318060.53
2023-06-19 18:07:00,26568.44,26571.74,26551.29,26569.93,484844.21
2023-06-19 18:08:00,26569.93,26614.31,26568.92,26585.47,1689807.46
2023-06-19 18:09:00,26585.47,26615.65,26584.47,26610.64,397693.87
2023-06-19 18:10:00,26610.64,26610.84,26580.94,26581.4,955492.94
2023-06-19 18:11:00,26581.4,26605.76,26581.4,26592.4,460380.14
2023-06-19 18:12:00,26592.4,26603.37,26591.49,26600.32,280494.71
2023-06-19 18:13:00,26600.32,26602.07,26589.78,26596.9,376809.95
2023-06-19 18:14:00,26596.9,26601.32,26591.01,26601.32,416178.04
2023-06-19 18:15:00,26601.32,26605.8,26591.41,26602.12,275208.22
2023-06-19 18:16:00,26602.12,26611.03,26587.86,26588.47,847975.01
2023-06-19 18:17:00,26588.47,26610.13,26585.43,26607.85,641092.5
2023-06-19 18:18:00,26607.85,26613.47,26602.52,26613.45,167697.86
2023-06-19 18:19:00,26613.45,26614.78,26597.83,26599.88,249469.53
2023-06-19 18:20:00,26599.88,26601.69,26580.62,26580.62,2040395.29
2023-06-19 18:21:00,26580.62,26599.88,26562.68,26597.53,1670957.99
2023-06-19 18:22:00,26597.53,26599.12,26590.66,26599.12,209143.44
2023-06-19 18:23:00,26599.12,26603.95,26596.68,26599.53,70453.22
2023-06-19 18:24:00,26599.53,26602.26,26595.23,26600.69,240277.15
2023-06-19 18:25:00,26600.69,26609.08,26597.95,26607.03,323534.29
2023-06-19 18:26:00,26607.03,26610.91,26595.49,26598.38,359707.58
2023-06-19 18:27:00,26598.38,26608.72,26597.75,26602.55,421014.49
2023-06-19 18:28:00,26602.55,26607.85,26598.59,26601.02,820858.04
2023-06-19 18:29:00,26601.02,26602.2,26595.3,26599.55,121336.64
2023-06-19 18:30:00,26599.55,26605.69,26598.61,26602.94,102692.6
2023-06-19 18:31:00,26602.94,26603.75,26589.76,26590.24,502441.23
2023-06-19 18:32:00,26590.24,26590.24,26564.61,26579.86,440480.23
2023-06-19 18:33:00,26579.86,26586.37,26569.33,26576.04,198268.83
2023-06-19 18:34:00,26576.04,26576.04,26560.21,26570.6,803676.84
2023-06-19 18:35:00,26570.6,26587.43,26570.6,26580.67,626298.54
2023-06-19 18:36:00,26580.67,26584.48,26573.8,26579.67,492148.89
2023-06-19 18:37:00,26579.67,26584.04,26576.17,26578.28,100836.24
2023-06-19 18:38:00,26578.28,26608.54,26575.42,26608.54,412553.11
2023-06-19 18:39:00,26608.54,26672.13,26608.48,26654.6,4964852.78
2023-06-19 18:40:00,26654.6,26684.97,26644.34,26650.55,1371284.93
2023-06-19 18:41:00,26650.55,26650.97,26609.59,26617.01,537798.12
2023-06-19 18:42:00,26617.01,26634.2,26616.03,26624.79,571867.72
2023-06-19 18:43:00,26624.79,26639.64,26624.58,26638.92,381314.42
2023-06-19 18:44:00,26638.92,26641.96,26624.93,26630.29,459298.64
2023-06-19 18:45:00,26630.29,26637.96,26614.04,26616.59,396214.8
2023-06-19 18:46:00,26616.59,26620.01,26612.6,26617.61,259017.13
2023-06-19 18:47:00,26617.61,26623.15,26614.51,26620.34,203848.89
2023-06-19 18:48:00,26620.34,26634.48,26620.33,26622.51,283540.51
2023-06-19 18:49:00,26622.51,26623.68,26618.59,26618.61,1300926.77
2023-06-19 18:50:00,26618.61,26627.87,26618.61,26626.65,245553.54
2023-06-19 18:51:00,26626.65,26628.66,26626.26,26628.37,190373.01
2023-06-19 18:52:00,26628.37,26628.93,26620.21,26623.27,243604.3
2023-06-19 18:53:00,26623.27,26638.26,26623.27,26638.02,844367.99
2023-06-19 18:54:00,26638.02,26651.43,26633.53,26635.06,841395.14
2023-06-19 18:55:00,26635.06,26638,26629.5,26633.27,558018.09
2023-06-19 18:56:00,26633.27,26653.59,26633.27,26652.08,373854.32
2023-06-19 18:57:00,26652.08,26657.73,26651.22,26651.22,372685.78
2023-06-19 18:58:00,26651.22,26654,26641.83,26644.09,852336.69
2023-06-19 18:59:00,26644.09,26656.31,26642.77,26653.96,106174.26
2023-06-19 19:00:00,26653.96,26665.67,26653.4,26664.13,998540.05
2023-06-19 19:01:00,26664.13,26764.56,26664.13,26724.71,8373328.37
2023-06-19 19:02:00,26724.71,26780.05,26705.44,26754.5,11254311.22
2023-06-19 19:03:00,26754.5,26775.45,26752.95,26757.89,990438.56
2023-06-19 19:04:00,26757.89,26782.62,26756.31,26782.62,2600507.78
2023-06-19 19:05:00,26782.62,26920.88,26774.76,26866.26,11555276.78
2023-06-19 19:06:00,26866.26,26888.81,26854.78,26871.69,3884456.42
2023-06-19 19:07:00,26871.69,26898.43,26859.26,26869.27,1661974.52
2023-06-19 19:08:00,26869.27,26898.74,26867.82,26891.75,1616142.46
2023-06-19 19:09:00,26891.75,26905.59,26875.79,26900.26,1093377.75
2023-06-19 19:10:00,26900.26,26935.08,26900.26,26927.4,2265465.88
2023-06-19 19:11:00,26927.4,26944.12,26922.92,26934.37,1266322.81
2023-06-19 19:12:00,26934.37,26958.47,26926.76,26939.38,1625869.49
2023-06-19 19:13:00,26939.38,26939.38,26891.4,26896.39,1928491.29
2023-06-19 19:14:00,26896.39,26958.83,26896.23,26958.35,3416705.97
2023-06-19 19:15:00,26958.35,27035.48,26958.35,26985.88,8423985.98
2023-06-19 19:16:00,26985.88,26996.88,26954.24,26954.24,1103424.07
2023-06-19 19:17:00,26954.24,26956.38,26910.83,26924.74,2824856.16
2023-06-19 19:18:00,26924.74,26933.26,26914.96,26915.18,858591.19
2023-06-19 19:19:00,26915.18,26933.2,26915.18,26927.76,779881.24
2023-06-19 19:20:00,26927.76,26928.77,26905.83,26916.68,649268.39
2023-06-19 19:21:00,26916.68,26929.62,26914.32,26924.49,249192.88
2023-06-19 19:22:00,26924.49,26964.45,26924.05,26946.37,614343.46
2023-06-19 19:23:00,26946.37,26948.48,26923.36,26923.97,402547.15
2023-06-19 19:24:00,26923.97,26928.57,26918.03,26918.03,680378.44
2023-06-19 19:25:00,26918.03,26919.99,26899.45,26909.12,649006.41
2023-06-19 19:26:00,26909.12,26909.95,26884.84,26888.1,1120542.19
2023-06-19 19:27:00,26888.1,26888.15,26870.96,26888.15,624945.17
2023-06-19 19:28:00,26888.15,26888.15,26858.15,26859.78,1207339.1
2023-06-19 19:29:00,26859.78,26885.25,26858.31,26882.24,924971.88
2023-06-19 19:30:00,26882.24,26889.95,26863.8,26865.07,1518020.88
2023-06-19 19:31:00,26865.07,26865.07,26809.12,26844.92,1925472.11
2023-06-19 19:32:00,26844.92,26857.6,26842.34,26854.32,1036873.32
2023-06-19 19:33:00,26854.32,26873.57,26854.32,26868.4,725455.2
2023-06-19 19:34:00,26868.4,26868.4,26857.64,26858.47,214006.05
2023-06-19 19:35:00,26858.47,26890.63,26857.93,26877.29,392034.91
2023-06-19 19:36:00,26877.29,26884.63,26872.51,26884.61,505414.57
2023-06-19 19:37:00,26884.61,26886.82,26877.38,26885.13,310484.52
2023-06-19 19:38:00,26885.13,26909.16,26885.13,26909.15,1142172.97
2023-06-19 19:39:00,26909.15,26909.15,26881.6,26892.3,1080928.22
2023-06-19 19:40:00,26892.3,26894.2,26888.24,26892.92,223466.53
2023-06-19 19:41:00,26892.92,26894.41,26881.37,26888.1,628197.56
2023-06-19 19:42:00,26888.1,26888.1,26856.28,26860.9,1064297.45
2023-06-19 19:43:00,26860.9,26865.74,26856.59,26862.15,97861.33
2023-06-19 19:44:00,26862.15,26870.59,26860.62,26860.62,915733.89
2023-06-19 19:45:00,26860.62,26860.62,26849.17,26855.61,735473.88
2023-06-19 19:46:00,26855.61,26876.42,26855.61,26873.4,273713.86
2023-06-19 19:47:00,26873.4,26873.48,26852.47,26852.47,569744.88
2023-06-19 19:48:00,26852.47,26855.43,26842.9,26855.43,135063.95
2023-06-19 19:49:00,26855.43,26855.43,26837.13,26837.13,588358.93
2023-06-19 19:50:00,26837.13,26843.46,26824.62,26825.5,858617.04
2023-06-19 19:51:00,26825.5,26834.03,26776.66,26793.27,2060043.93
2023-06-19 19:52:00,26793.27,26794.42,26690.74,26703.34,7311100.9
2023-06-19 19:53:00,26703.34,26703.34,26509.41,26600.17,10802230.58
2023-06-19 19:54:00,26600.17,26600.71,26540.62,26566.73,2594786.62
2023-06-19 19:55:00,26566.73,26584.98,26558.08,26583.06,1662406.82
2023-06-19 19:56:00,26583.06,26606.26,26581.57,26584.9,896559.45
2023-06-19 19:57:00,26584.9,26586.03,26522.24,26585.17,3195112.85
2023-06-19 19:58:00,26585.17,26591.92,26513.15,26526.07,3822947.43
2023-06-19 19:59:00,26526.07,26551.56,26487.55,26488.38,2827920.67
2023-06-19 20:00:00,26488.38,26488.38,26387.52,26432.89,6933118.77
2023-06-19 20:01:00,26432.89,26436.17,26386.71,26435.19,2258889.33
2023-06-19 20:02:00,26435.19,26465,26429.91,26465,1880515.48
2023-06-19 20:03:00,26465,26502.44,26465,26498.29,1469454.89
2023-06-19 20:04:00,26498.29,26531.4,26481.09,26522.21,788390.17
2023-06-19 20:05:00,26522.21,26523.36,26497.38,26512.6,737189.84
2023-06-19 20:06:00,26512.6,26548,26509.08,26547.97,765091.28
2023-06-19 20:07:00,26547.97,26589.04,26547.97,26571.04,3710364.7
2023-06-19 20:08:00,26571.04,26612.24,26554.76,26603.45,1138144.28
2023-06-19 20:09:00,26603.45,26617.84,26588.29,26611.06,960963.64
2023-06-19 20:10:00,26611.06,26611.06,26575.42,26581.7,662512.51
2023-06-19 20:11:00,26581.7,26615.31,26579.64,26602.37,398735.16
2023-06-19 20:12:00,26602.37,26624.46,26599.77,26599.77,411037
2023-06-19 20:13:00,26599.77,26630.39,26599.29,26628.78,337613.96
2023-06-19 20:14:00,26628.78,26630.68,26608.42,26613.14,541310.8
2023-06-19 20:15:00,26613.14,26627.39,26583.92,26600.41,1292393.72
2023-06-19 20:16:00,26600.41,26627.64,26600.41,26614.35,452847.31
2023-06-19 20:17:00,26614.35,26624.74,26612.05,26622.64,384516.15
2023-06-19 20:18:00,26622.64,26623.63,26612.72,26617.17,368439.1
2023-06-19 20:19:00,26617.17,26617.17,26599.05,26616.83,307988.87
2023-06-19 20:20:00,26616.83,26617.02,26607.84,26608.77,228151.8
2023-06-19 20:21:00,26608.77,26610.18,26589.72,26595.38,642315.09
2023-06-19 20:22:00,26595.38,26611.72,26593.11,26609.05,88475.47
2023-06-19 20:23:00,26609.05,26614.26,26603.75,26613.45,125225.15
2023-06-19 20:24:00,26613.45,26636.71,26613.4,26634.9,595778.86
2023-06-19 20:25:00,26634.9,26634.9,26623.31,26623.74,110624.15
2023-06-19 20:26:00,26623.74,26623.74,26617.07,26617.87,62178.74
2023-06-19 20:27:00,26617.87,26647.82,26617.87,26647.82,608119.8
2023-06-19 20:28:00,26647.82,26666.39,26642.67,26651.6,712906.25
2023-06-19 20:29:00,26651.6,26663.43,26645.5,26654.3,458272.59
2023-06-19 20:30:00,26654.3,26656.03,26631.24,26640.75,302563.9
2023-06-19 20:31:00,26640.75,26646.79,26636.59,26637.24,131695.84
2023-06-19 20:32:00,26637.24,26641.77,26634.69,26636.76,487459.6
2023-06-19 20:33:00,26636.76,26642.08,26631.3,26632.18,230293.05
2023-06-19 20:34:00,26632.18,26632.18,26619.39,26626.46,337820.26
2023-06-19 20:35:00,26626.46,26628.03,26621.99,26622.41,308786.84
2023-06-19 20:36:00,26622.41,26622.41,26584.14,26586.35,558669.65
2023-06-19 20:37:00,26586.35,26616.79,26584.65,26616.69,275031.02
2023-06-19 20:38:00,26616.69,26641.25,26616.22,26641.25,204424.34
2023-06-19 20:39:00,26641.25,26641.25,26623.93,26636.72,213104.56
2023-06-19 20:40:00,26636.72,26636.72,26621.31,26621.31,147772.36
